Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_1GqDl847AFoOvrb,IECMTY175348,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_xoAEfQAEE4YYUpj,IISSLP68421,R_3HjJsaf7YCpygjG,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus San Luis Potosí,Mujer,0
R_PS9TTxCcnIe21Gx,MTLCCM212205,-,MTL,Maestría en Administración de las Telecomunicaciones,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,ITESM Campus Ciudad de México,Hombre,0
R_2AMhaSiOYI46rtN,ICMTY24991,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Mujer,-
R_Oa5Khml2m1b8C89,LAFCEM215900,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Estado de México,Hombre,-
R_8c7LLPy9yX3NsM9,ARQMTY79360,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_3hrRNSmp9kpb22u,LCCCCM157835,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2004,00´s,00´s - 1,ITESM Campus Ciudad de México,Mujer,0
R_3oU6hyslKuyJmBC,MGN-165637,-,MGN,Maestría en Administración Empresarial ,Negocios,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,0
R_2fJ0T6prMqes5ym,LCCCEM109963,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2004,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_2SuXQ1M7SeBmuoQ,ISCCCM76285,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_3CC7qijZxZbRRbO,LINQRO150169,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2001,00´s,00´s - 1,ITESM Campus Querétaro,Mujer,0
R_RQdkTJfEe0i8PKh,LECMTY120468,-,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1jVcCagMwbDbJ8F,MIP-150336,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2007,00´s,00´s - 2,Universidad TecVirtual,Hombre,0
R_3m2ipkoAvZdSQkG,MSICEM234919,R_77pW5Yn6vA7nX2x,MSI,Maestría en Ciencias con especialidad en Sistemas de Información,Ingeniería y Ciencias,Maestría,1999,90´s,90´s - 2,ITESM Campus Estado de México,Hombre,91.5
R_2SJMjzDHv5b1R12,ARQLEO135441,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_RKRCnJRjuvzMgOR,LDELEO135871,-,LDE,Licenciado en Creación y Desarrollo de Empresas,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus León,Hombre,-
R_8deASOLl3JCjN0R,LMCAGS272019,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Aguascalientes,Mujer,-
R_24A8IlsE2fE8L6H,CPLEO132627,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1992,90´s,90´s - 1,ITESM Campus León,Hombre,-
R_3lQ8XDRLZPKc5AQ,LEMLAG66594,R_1fen6JpGaetcenw,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus Laguna,Hombre,0
R_2w4VgY3FwwFHjUP,LCDGDL213842,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2014,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_126ket5BDVNpK1D,LTIMTY177910,-,LTI,Licenciado en Administración de Tecnologías de Información,Ingeniería y Ciencias,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_PFLSfrluKIXpNId,LINTAM122189,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Tampico,Mujer,-
R_3k4U2EvlE4Zd0gA,ITITAM121445,-,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Tampico,Hombre,-
R_5td5dq2ZHaFqCcx,ITITAM122733,-,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Tampico,Hombre,-
R_ZK7lu61gw2PqDf3,IBPMTY23152,-,IBP,Ingeniero Bioquímico Administrador en Procesado de Alimentos,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_78RqhLWgngR7ugN,ITITAM122358,-,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Tampico,Mujer,-
R_1IRhiZgwkwYwu57,IMTCDJ232130,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Ciudad Juárez,Mujer,0
R_3IWYYsxkPPKsCNz,LAELEO77399,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1984,80´s,80´s - 1,ITESM Campus León,Mujer,-
R_8H5rjYR9ntNJGyR,BBAGDL151822,-,BBA,Bachelor of Business Administration,Negocios,Profesional,2004,00´s,00´s - 1,ITESM Campus Guadalajara,Mujer,0
R_2to1mCERkUYsWPS,LAECCM168526,R_3mgWp007Ph4kGdS,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_2itHbl3R35w1r5D,LAFPUE122222,R_WDnCAdVk6BZ0vdL,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Hombre,-
R_12SlH7CNO0wluBy,MDSCEM257940,R_1Kqkp6ONx69Bhre,MDS,Maestría en Ciencias en Desarrollo Sostenible,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,ITESM Campus Estado de México,Mujer,-
R_2rvZ5pMc4KBeiXl,LEDMTY141192,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_3PvL9AQ96hEyvbE,IMTLEO136328,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_RhrqHv6Nd4dV5sZ,CPFCDJ232458,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Ciudad Juárez,Mujer,-
R_3rJ98Leu9x1ALmj,LINMTY137814,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2YLISOLbRr3bOp4,LEMGDL213692,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Guadalajara,Mujer,0
R_3O0LseWZ1alsrPX,LMCLEO271760,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_1dfQ98n6OcJtv3t,LINCVA89113,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1999,90´s,90´s - 2,ITESM Campus Cuernavaca,Mujer,0
R_3O7wv1zHJwtNC4v,MAMTY34073,R_31HNH8IgpUhUbrD,MA,Maestría en Administración,Negocios,Maestría,1998,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3j6SjiZu87aJcOQ,LDELEO136310,-,LDE,Licenciado en Creación y Desarrollo de Empresas,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_3syxFOetBaitstK,LINLEO136023,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_3kM9oYA6YiYfdES,IISTAM121662,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Tampico,Mujer,-
R_3hFV6zVmYxp3p7M,ITITAM121761,-,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Tampico,Hombre,-
R_TuXKy0HLRPrkTkZ,LEDSAL225439,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2012,01´s,01´s - 1,ITESM Campus Saltillo,Hombre,-
R_aWP1ZR4224DloOt,LINMTY190544,R_eG2cNeHs1qdvsdj,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2002,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1NDfnJ0bNIOii6q,MAPMTY84603,-,MAP,Maestría en Administración Pública y Política Pública ,Gobierno y Ciencias Sociales,Maestría,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_pN0yc0KFWRJktdT,LINLEO270004,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_2Vygh6wyBjOgYHe,IISLEO135841,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_UFKyKySkBJA2e1r,IISMTY52619,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_1f2DjluRyNKnhaV,LDNSAL224856,-,LDN,Licenciado en Innovación y Dirección de Negocios,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Saltillo,Mujer,-
R_a4z4bFGdKhZWeSR,MDEEGADE109094,-,MDE,Maestría en Administración,Negocios,Maestría,2012,01´s,01´s - 1,Sede EGADE Business School,Mujer,0
R_2dMyEXWR6rX4iDU,MALEO133357,R_3Dtnn1cpIOhXCud,MA,Maestría en Administración,Negocios,Maestría,2001,00´s,00´s - 1,ITESM Campus León,Mujer,0
R_805VdebJ1TXRvVL,LMCLEO136424,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_dnSYj5hr5CswEZX,LAFLEO135348,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus León,Hombre,-
R_3qVyoKYx8ISrhYx,LADLEO135650,R_3PS99igIlYjfCe1,LAD,Licenciado en Animación y Arte Digital,Arquitectura y Diseño,Profesional,2012,01´s,01´s - 1,ITESM Campus León,Hombre,-
R_1myZRsiVwdw1Gh8,MIP-238625,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2aRk16KHmdfz2rL,LADMTY271533,-,LAD,Licenciado en Animación y Arte Digital,Arquitectura y Diseño,Profesional,2016,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_1FM2nafK9egjIqd,LAFLEO134491,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus León,Mujer,0
R_2eX9JRASWcsCiZF,LSCMTY59765,R_3McedqZFq99BkXf,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,0
R_2ScwP1Ucl3yXpU6,LLNTAM121322,R_dp4eg6aUlqTBic9,LLN,Licenciado en Logística International ,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Tampico,Mujer,-
R_pL4ar5Jnx2RSL6h,IISLEO135916,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus León,Mujer,-
R_1o7l7cJ1fvCWnum,LAFTAM122548,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Tampico,Mujer,-
R_1LiH09AiTrvTr3y,MAFEGADE105887,-,MAF,Maestría en Finanzas,Negocios,Maestría,2015,01´s,01´s - 2,Sede EGADE Business School,Hombre,0
R_1ewTSF6Ug5AX4hs,MACCM123032,-,MA,Maestría en Administración,Negocios,Maestría,1993,90´s,90´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_10xb2NnK6s51l02,CPFCDJ232264,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Ciudad Juárez,Mujer,-
R_3R2gP1UTeEhFIl8,CPLAG63551,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1992,90´s,90´s - 1,ITESM Campus Laguna,Mujer,-
R_2D0rnxzNXFQcj7b,MO MTY263393,-,MO ,Médico Cirujano Odontólogo,Medicina y Ciencias de la salud,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_SNtCTBrq2PeQIOR,LCCCCM159272,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2002,00´s,00´s - 1,ITESM Campus Ciudad de México,Hombre,0
R_1gSAqYUZYMymD49,LLEMTY128084,R_3qk5nvfS9hCrgZG,LLE,Licenciado en Lengua y Literatura Hispánicas,Humanidades y Educación,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3RyVVDYblBub7Xk,MEE-274128,R_1P8gql7TQht1It3,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2fr437fii7FZnv4,LAEGDL213526,R_1CeVxRxw0IuL76e,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,0
R_ClZPaEz9ctRiLVT,MDCMTY147100,-,MDC,Maestría en Derecho Comercial Internacional,Humanidades y Educación,Maestría,2003,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1mw7qHHAGy2rBOs,IBGYM11050,-,IB,Ingeniero Bioquímico,Ingeniería y Ciencias,Profesional,1976,70´s,70´s - 2,ITESM Campus Guaymas,Hombre,-
R_2ZHp7Erwsqzs6ru,MIP-32147,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_10CzbXsocFcCKRk,LEMMTY140759,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_2t4lt4lf1HUeCTr,LCCCEM113831,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2007,00´s,00´s - 2,ITESM Campus Estado de México,Mujer,-
R_29sNR5NBi8Eicn5,MAF-279325,R_CdxjVu8vZ7lyhpf,MAF,Maestría en Finanzas,Negocios,Maestría,2016,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_1r81r2fm8E0FRwN,LEMCHI160664,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2004,00´s,00´s - 1,ITESM Campus Chihuahua,Mujer,0
R_ALmicaAK7HhsZ3z,MCTMTY181486,-,MCT,Maestría en Ciencias en Tecnología Informática,Ingeniería y Ciencias,Maestría,2012,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_2P7GCT7rLk6qZfQ,LDELEO135454,-,LDE,Licenciado en Creación y Desarrollo de Empresas,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus León,Hombre,-
R_2PbfiWnI8BITuMu,LDNTAM122360,-,LDN,Licenciado en Innovación y Dirección de Negocios,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Tampico,Mujer,-
R_1eJ2ZAkGaoqUeNn,LAFMTY145717,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,-
R_1MWJjGkowMnVXyg,LDFPUE282896,-,LDF,Licenciado en Derecho y Finanzas,Gobierno y Ciencias Sociales,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_3fDXr1LEZnPE9ZX,MPEMTY241895,-,MPE,Maestría en Prospectiva Estratégica,Gobierno y Ciencias Sociales,Maestría,2010,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3D7ayt9ISZNBDTG,MBAPUE226495,R_1mJmvLgsFjo9NdN,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2014,01´s,01´s - 1,ITESM Campus Puebla,Hombre,-
R_1mrWcx2B4glGHba,BIEGDL251833,-,BIE,B.S. Industrial Engineering with minor in Systems Engineering,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_3Dpt4OJyaSRLqXX,LEMGDL270277,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2P5TiTP74yC9ukU,MIP-70263,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_2CPzLVEnV6HsxWB,LEMLEO132746,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1995,90´s,90´s - 2,ITESM Campus León,Hombre,-
R_3COvv5YHF341Dcv,LCCCCM76610,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1997,90´s,90´s - 2,ITESM Campus Ciudad de México,Mujer,0
R_Zn4tRcmJsOE56I9,IISMTY74893,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_300IhOtNOAQEaBp,ISCLEO132704,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus León,Hombre,-
R_20MwUk6jQmKcQBs,MMTMTY171842,-,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2006,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_1GKuYsK3fttXGXR,IISCDJ130252,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Ciudad Juárez,Hombre,0
R_2YXOQlNhsSRdnd9,LDEGDL270459,-,LDE,Licenciado en Creación y Desarrollo de Empresas,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2Bsdfx0m3KFXoHZ,LRIMTY200003,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1nU69HRFfYC8fq4,MMTMTY139612,-,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1geyMs61mjVa590,LEMMTY120492,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,0
R_eerFdQlBbPclQvn,IMTCVA283270,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Cuernavaca,Mujer,-
R_2Yb87B70Gbm5dEE,MTI-150574,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2006,00´s,00´s - 2,Universidad TecVirtual,Mujer,0
R_31MhC8JuufJJj6V,ISECEM97774,R_21iWBp3e9CxsGJL,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Estado de México,Hombre,-
R_2xyIHnYQamoKdJv,LCCGDL238598,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2011,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_2E6H5r7O98viZwV,ISCCCM99644,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1998,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_6hARH4Oh92UEKop,LEMLEO132609,R_1jSUIEBTHA41m8k,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1994,90´s,90´s - 1,ITESM Campus León,Mujer,-
R_D1ZcjGfsg8I9E1b,ISCTAM118310,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Tampico,Hombre,-
R_3CC8BDgzSg4LMGb,IQAMTY31565,R_bw1J0gOEQIBaTtv,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_zdIVpgkgm7aHSYp,IMAMTY137282,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2AEUNP3ZjwRa4KO,LSCMTY45348,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_0ix7WkRqLVAc1k5,IISMTY141393,R_2tKV0q0eOhKxH2K,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2008,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_2S1CYRNshU4t7je,MBEMTY168900,-,MBE,Maestría en Dirección Global de Negocios,Negocios,Maestría,2005,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_25zQx7Y7oVoqvu0,IISMTY36285,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_24jHLhZjFELh2f6,MA-119352,R_2v2nYfDPhXzrJV1,MA,Maestría en Administración,Negocios,Maestría,2009,00´s,00´s - 2,ITESM Universidad Virtual,Mujer,0
R_3qWC0c6IXRHzdn7,LPLMTY180287,-,LPL,Licenciado en Ciencia Política,Gobierno y Ciencias Sociales,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_1ePk0hQfMZHHsGk,MAMTY103231,-,MA,Maestría en Administración,Negocios,Maestría,2002,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_UolsyfHWDEkFuxP,MAMTY37140,-,MA,Maestría en Administración,Negocios,Maestría,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_3pmM9gy8sQuGJKx,MAMTY45559,-,MA,Maestría en Administración,Negocios,Maestría,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2vkvQlJQd0yLBCf,ICMTY213280,R_2PAKhFi4gnetKNm,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_1j7e1rprd7buOBU,LINCHI262147,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus Chihuahua,Hombre,-
R_7ah7hf71XpL3qgx,LDIMTY129084,-,LDI,Licenciado en Diseño Industrial,Arquitectura y Diseño,Profesional,2005,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1LIFtAjnz75lQ3k,IISLEO136276,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_V25mmUR7TI8hZE5,IQAMTY2422,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1963,60´s,60´s - 1,ITESM Campus Monterrey,Hombre,-
R_2D6sBZCliiDjk2x,CPMTY16352,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_2Yt5m0CdqbNU4gW,MBAEGADE145056,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2013,01´s,01´s - 1,Sede EGADE Business School,Mujer,0
R_3sc3BNBA66Chzqd,IISMTY34689,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,0
R_3GrmGsAx54Ut5Ii,LPOMTY199819,-,LPO,Licenciado en Psicología Organizacional,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_1mfqLsWuY1kj5Jk,LPOMTY178955,-,LPO,Licenciado en Psicología Organizacional,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_2Qlk3iRKneJIAMD,LEMCEM132690,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1994,90´s,90´s - 1,ITESM Campus Estado de México,Mujer,-
R_3siuNwhJeVFmhgl,IECMTY172822,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_aUUMHU19hNFK5Dr,LRIMTY160611,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_PMU0IjA7Zq7wR2x,BIEMTY200709,-,BIE,B.S. Industrial Engineering with minor in Systems Engineering,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_128YoihnEW1RFye,MAMTY44512,-,MA,Maestría en Administración,Negocios,Maestría,1996,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_2EaBLZ6MVOUlr13,IMAMTY35783,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1gvdCZJc5iF80kY,CPMTY26324,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_viVrbvEZafGmXPb,LRICEM257991,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2014,01´s,01´s - 1,ITESM Campus Estado de México,Mujer,-
R_sdiz5ToaKaH8FkR,MEE-145115,R_3MojOzrHS9LAmVU,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2010,01´s,01´s - 1,Universidad TecVirtual,Mujer,0
R_3O7WMWoloSGakho,MTIMTY71009,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,1997,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_1KqMsrxZT93FCby,MNLMTY47795,-,MNL,Maestría en Administración de Negocios Globales,Negocios,Maestría,2001,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_2TGlwbsMfF1rBPa,LEMCCM245026,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Ciudad de México,Mujer,-
R_1OCusbOUi3cuj07,IAAMTY42822,-,IAA,Ingeniero Agrónomo Administrador,Ingeniería y Ciencias,Profesional,1982,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
